happylife,obama,democratic,republican,supremecourt,africandisc,hispanicdisc,discgaylesbian ,discwomen,discmuslimam,finances,gaymarriage,gayadaptchild,howoftenvote,party,ideology,gender,maritalstatus,martialstatusr,sexualorientation,transgender,lgbtstatus,agelgbtdoubt,agelgbtsure,friendlgbt,toldmomlgbt,difficultmom,aftertoldmom,tolddadlgbt,difficultdad,aftertolddad,toldfriendlgbt,agecategory,agecategoryr,education,educationr,ethnicity,householdhead,householdsize,residence,income2012,religion,religionimportance,christian,lgbtproblems,lgbtsocialacceptance,lgbtacceptancetenyearsago,lgbttenyearsfromnow,lgbtdemocrat,lgbtrepublican,lgbtobama,lgbtentertainment,lgbtmedia,lgbtprofsport,lgbtmilitrary,\lgbtfriendly,lgbtfriendlyp,lgbtacceptone,lgbtaccepttwo,lgbtacceptthree,lgbtacceptfour,lgbtacceptfive,lgbtacceptsix,lgbtaccepttotal,lgbtacceptp,gaysocaccept,lesbiansocaccept,bimensocaccept,biwomensocaccept,transgendersocacc,lgbtsocaccepttotal,lgbtsocacceptp,lgbtfriendly1,lgbtfriendly2,lgbtfriendly2,lgbtfriendly4,lgbtfriendly5,lgbtfriendly6,lgbtfriendlytotal,lgbtfriendlytotalp,religeousconflict,religeousconflictlevel,lgbtaccepttown,livelgbtneighborhood,closefriendlgbt,lgbtpolicy1,lgbtpolicy2,lgbtpolicy3,lgbtpolicy4,lgbtpolicy5,lgbtpolicy6,lgbtpolicy7,lgbtpolicytotal,lgbtpolicyp,physicalattack,slursjokes,poorservice,churchunwelcome,unfairemployment,rejectfamily,lgbtdiscrimination,lgbtdiscriminationp,lgbtsuppoort1,lgbtsupport2,lgbtsupport3,lgbtsupport4,lgbtsupport5,lgbtsupport6,lgbtsupporttotal,lgbtsupportp,lgbtsocialnetwork,reveallgbtsocialnetwork,liketomarry,relationtype,legalcivilunion,childguardian,havechildunder18,spousechildrenunder18,childinyourhome,liketohavechild,employment,workplaceacceptance,workplaceknoworientation,Usborn,minorinhousehold
happy,mostly unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,only fair,strongly oppose,strongly oppose,nearly always,independent,liberal,female,never married,alone,bisexual,no,males and females,14,15,15,yes,yes,no change,yes,yes,no change,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,2,own,fifty to seventy five,agnostic,not too  important,NA,legal rights,only a little,none at all,none at all,2,1,2,3,1,1,1,11,29,3,3,3,3,3,3,18,100,2,3,2,2,2,11,60,1,1,2,1,2,2,9,25,no,NA,some,yes,a few,1,1,1,2,1,2,2,10,14,1,2,1,2,1,2,9,25,1,1,3,3,2,3,13,58,not regularly,no,yes,NA,NA,no,NA,NA,NA,no,full time,somewhat accepting,none,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,liberal,male,divorced,alone,bisexual,no,mostly females,12,25,NA,no,NA,NA,NA,NA,NA,no,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,1,NA,less than twenty,nothing,not at all mportant,no,marital rights,only a little,only a little,none at all,3,NA,3,3,2,1,1,NA,NA,2,2,3,1,3,2,13,58,2,3,3,1,2,11,60,1,1,1,1,1,1,6,0,no,NA,a little,NA,a few,1,1,2,1,1,1,1,8,5,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,not sure,NA,NA,no,NA,NA,NA,no,retired,NA,NA,yes,no
not too happy,very unfavorable,very unfavorable,mostly unfavorable,mostly unfavorable, some, some, a lot, a lot, a lot,poor,strongly oppose,strongly oppose,nearly always,democrat,moderate,female,never married,alone,lesbian,no,females,6,18,15,yes,no,stronger,no,NA,NA,yes,forty five to fifty four,forty five to fifty four,high school,high school,Black,yes,2,own,twenty to thirty,nothing,not too  important,no,sterotyping,none at all,none at all,none at all,3,2,3,3,3,3,2,19,86,3,3,3,3,3,3,18,100,2,3,3,1,2,11,60,2,1,3,1,1,2,10,33,no,NA,some,yes,some,1,1,1,1,1,1,1,7,0,2,2,1,2,1,1,9,25,1,1,1,1,1,1,6,0,not regularly,no,yes,NA,NA,no,NA,NA,NA,no,part time,somewhat accepting,a few,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, a lot, a lot, some,only fair,strongly oppose,strongly oppose,nearly always,democrat,moderate,female,living with partner,living with partner,lesbian,no,females,13,15,15,yes,yes,weaker,yes,no,grew stronger,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,Hispanic,no,4,own,thirty to forty,protestant,somewhat important,NA,legal rights,only a little,only a little,none at all,3,1,3,3,2,1,2,15,57,3,3,3,3,3,3,18,100,2,3,2,3,2,12,70,2,1,2,1,1,2,9,25,yes,a little,some,no,some,1,1,2,2,1,2,2,11,19,1,2,1,2,1,2,9,25,1,3,3,1,2,1,11,42,not regularly,yes,not sure,NA,no,yes,no,no,NA,NA,unemployed,NA,NA,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, some, some, some, some,only fair,oppose,oppose,always,democrat,conservative,male,never married,alone,gay,no,males,13,15,17,yes,no,stronger,yes,yes,no change,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,Black,yes,1,own,fifty to seventy five,protestant,somewhat important,yes,discrimination,only a little,only a little,none at all,2,1,3,3,2,2,2,15,57,2,1,3,2,3,2,13,58,3,2,1,1,1,8,30,1,3,2,1,1,1,9,25,yes,a little,a little,no,a few,2,1,2,2,2,2,1,12,24,1,2,3,2,1,1,10,33,1,1,1,2,2,1,8,17,not regularly,NA,no,NA,NA,no,NA,NA,NA,no,full time,not so  accepting,none,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, some, a lot, some, a lot,poor,oppose,oppose,nearly always,independent,moderate,female,never married,alone,bisexual,no,mostly males,15,17,15,no,NA,NA,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,less than high school,high school,NA,no,5,own,less than twenty,nothing,not at all mportant,no,discrimination,none at all,only a little,none at all,1,1,3,3,1,1,1,11,29,3,3,3,3,3,1,16,83,2,1,2,1,2,8,30,1,1,1,1,1,1,6,0,yes,a lot,a lot,yes,a few,2,2,2,2,2,2,2,14,33,1,1,1,3,1,1,8,17,1,1,1,1,1,1,6,0,not regularly,yes,yes,NA,NA,yes,no,NA,NA,NA,unemployed,NA,NA,yes,yes
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,very liberal,male,never married,alone,gay,no,males,5,16,20,yes,yes,no change,yes,no,grew stronger,yes,thirty five to fourty four,thirty five to fourty four,some college,some college,Hispanic,no,3,own,fifty to seventy five,catholic,somewhat important,NA,sterotyping,none at all,only a little,only a little,2,1,2,3,2,1,2,13,43,3,3,3,3,3,2,17,92,3,3,2,1,1,10,50,NA,1,1,1,1,1,NA,NA,no,NA,some,no,some,1,1,1,1,2,1,2,9,10,2,2,2,2,1,1,10,33,1,3,2,2,2,1,11,42,not regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,a few,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, some, a lot, some, a lot,only fair,strongly oppose,strongly oppose,sometimes,democrat,conservative,female,living with partner,living with partner,lesbian,no,females,13,20,NA,yes,no,no change,yes,no,no change,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,Black,yes,2,own,hundred to hundred fifty,protestant,very important,NA,discrimination,only a little,none at all,only a little,3,1,3,3,2,1,1,14,50,3,3,3,3,3,2,17,92,1,1,1,1,2,6,10,1,1,1,1,1,2,7,8,no,NA,a little,no,some,1,1,1,1,1,1,2,8,5,1,1,1,1,1,1,6,0,1,1,1,1,2,1,7,8,not regularly,NA,yes,NA,yes,yes,no,no,NA,NA,full time,very accepting,some,yes,no
NA,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, a lot, some, some, a lot,good,oppose,strongly oppose,always,independent,moderate,female,divorced,alone,bisexual,no,mostly males,19,NA,24,no,NA,NA,no,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,bachelor or higher,bachelor or higher,white,yes,1,own,thirty to forty,protestant,very important,NA,discrimination,only a little,only a little,only a little,3,1,3,3,2,1,2,15,57,3,2,2,2,3,1,13,58,2,2,2,1,1,8,30,1,1,2,2,2,1,9,25,yes,a little,a little,no,some,1,2,2,1,2,2,2,12,24,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,no,yes,NA,NA,no,NA,NA,NA,yes,full time,not so  accepting,none,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,only fair,strongly oppose,oppose,always,democrat,moderate,male,living with partner,living with partner,gay,no,males,9,12,18,no,NA,NA,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,2,own,less than twenty,catholic,not too  important,NA,NA,only a little,only a little,only a little,2,1,3,2,1,1,1,11,29,1,1,1,1,2,1,7,8,1,1,1,1,1,5,0,2,2,2,2,2,2,12,50,no,NA,some,no,some,2,2,2,2,2,2,2,14,33,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,no,no,NA,no,no,NA,no,NA,no,unemployed,NA,NA,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, some, some, a lot, some,poor,oppose,oppose,seldom,democrat,moderate,male,never married,alone,gay,no,males,10,16,NA,NA,NA,NA,no,NA,NA,no,eighteen to twenty four,eighteen to twenty four,high school,high school,white,no,2,own,thirty to forty,agnostic,not too  important,NA,acceptance,only a little,only a little,only a little,2,1,2,3,1,1,1,11,29,3,2,3,2,3,1,14,67,2,2,1,1,1,7,20,1,1,2,1,1,1,7,8,no,NA,none,no,a few,2,1,2,2,2,2,2,13,29,2,2,1,NA,1,1,NA,NA,1,1,3,1,1,1,8,17,regularly,yes,no,NA,NA,no,NA,NA,NA,no,unemployed,NA,NA,yes,no
not too happy,mostly unfavorable,mostly unfavorable,mostly unfavorable,mostly unfavorable, some, some, some, some, a lot,only fair,oppose,oppose,always,democrat,liberal,male,never married,alone,bisexual,no,mostly males,9,14,14,yes,yes,stronger,yes,yes,no change,yes,eighteen to twenty four,eighteen to twenty four,high school,high school,white,yes,4,own,fifty to seventy five,protestant,NA,NA,acceptance,none at all,none at all,none at all,3,2,3,3,3,2,1,17,71,3,2,2,2,2,2,13,58,1,1,3,1,2,8,30,1,1,1,1,1,1,6,0,no,NA,a lot,no,some,1,2,2,1,2,1,2,11,19,1,3,1,3,1,1,10,33,1,1,1,1,3,1,8,17,not regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,a few,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, a lot, some, some, a lot,poor,strongly oppose,strongly oppose,always,democrat,moderate,female,married,married,bisexual,no,mostly males,12,23,23,yes,no,stronger,no,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,some college,some college,white,yes,5,own,thirty to forty,nothing,not at all mportant,no,discrimination,only a little,only a little,none at all,3,1,3,3,3,1,1,15,57,3,3,3,3,2,2,16,83,1,1,2,1,2,7,20,1,1,1,1,1,3,8,17,no,NA,a little,no,a few,1,1,1,1,1,1,1,7,0,1,2,1,2,1,2,9,25,1,2,2,1,1,2,9,25,not regularly,no,NA,legally married,NA,yes,yes,NA,yes,NA,unemployed,NA,NA,yes,yes
not too happy,mostly unfavorable,mostly unfavorable,mostly unfavorable,mostly unfavorable, some, some, some, some, a lot,only fair,strongly oppose,strongly oppose,sometimes,democrat,moderate,male,never married,alone,gay,no,males,12,18,18,NA,NA,NA,NA,NA,NA,yes,forty five to fifty four,forty five to fifty four,some college,some college,white,no,1,own,forty to fifty,nothing,not at all mportant,yes,NA,only a little,only a little,only a little,2,2,2,3,3,2,2,16,64,2,2,2,2,2,2,12,50,3,2,3,2,2,12,70,2,2,2,2,2,2,12,50,yes,a little,some,no,a few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not regularly,NA,not sure,NA,NA,no,NA,NA,NA,not sure,retired,NA,NA,yes,no
happy,very unfavorable,very unfavorable,mostly unfavorable,mostly unfavorable, some, some, some, some, some,excellent,oppose,oppose,always,NA,moderate,female,married,married,bisexual,no,mostly males,40,40,40,no,NA,NA,yes,no,no change,yes,forty five to fifty four,forty five to fifty four,high school,high school,white,yes,2,own,fifty to seventy five,nothing,not at all mportant,no,acceptance,only a little,only a little,only a little,3,1,2,3,2,2,2,15,57,2,2,2,2,2,2,12,50,3,3,3,1,2,12,70,1,1,1,1,1,1,6,0,no,NA,some,no,a few,2,2,2,2,2,2,2,14,33,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,no,NA,legally married,NA,yes,no,no,NA,NA,unemployed,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,very liberal,female,living with partner,living with partner,bisexual,no,females,16,23,23,no,NA,NA,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,2,own,thirty to forty,other,very important,NA,marital rights,only a little,none at all,none at all,3,1,2,3,2,1,1,13,43,3,2,3,3,3,3,17,92,3,3,3,3,2,14,90,1,1,1,1,1,1,6,0,no,NA,a lot,no,some,1,1,1,1,1,1,2,8,5,1,2,1,1,1,2,8,17,2,2,3,NA,3,3,NA,NA,not regularly,NA,not sure,NA,no,no,NA,no,NA,no,part time,very accepting,none,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, a lot, some, some, a lot,only fair,oppose,oppose,seldom,independent,conservative,male,never married,alone,bisexual,no,males and females,13,16,17,yes,no,no change,NA,NA,NA,no,forty five to fifty four,forty five to fifty four,high school,high school,white,yes,1,own,twenty to thirty,nothing,not too  important,no,NA,only a little,only a little,only a little,2,2,2,2,1,1,1,11,29,3,1,NA,1,2,1,NA,NA,3,3,3,3,2,14,90,2,1,2,1,1,2,9,25,yes,a lot,some,yes,all or most,2,2,2,2,2,2,2,14,33,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,no,NA,NA,no,NA,NA,NA,no,full time,very accepting,some,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, a lot, a lot, a lot,only fair,strongly oppose,oppose,always,democrat,liberal,male,living with partner,living with partner,gay,no,males,11,14,16,yes,yes,no change,yes,yes,no change,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,2,own,fifty to seventy five,protestant,not too  important,NA,legal rights,none at all,none at all,none at all,2,1,3,3,3,1,2,15,57,3,2,3,2,3,2,15,75,3,3,1,1,2,10,50,NA,1,3,1,1,3,NA,NA,no,NA,a little,no,some,1,2,2,1,1,2,1,10,14,1,1,1,1,1,1,6,0,2,1,1,2,3,1,10,33,not regularly,NA,no,NA,yes,no,NA,no,NA,NA,retired,NA,NA,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,poor,strongly oppose,strongly oppose,always,democrat,liberal,female,never married,alone,lesbian,no,females,19,22,24,NA,NA,NA,NA,NA,NA,yes,sixty five to seventy four,sixty five plus,some college,some college,Hispanic,yes,1,own,less than twenty,nothing,not too  important,yes,legal rights,none at all,none at all,none at all,3,1,3,3,1,1,1,13,43,3,3,3,3,3,2,17,92,1,1,2,2,2,8,30,1,1,2,1,1,2,8,17,no,NA,a little,no,some,1,1,1,1,2,1,1,8,5,2,2,1,1,2,NA,NA,NA,1,2,3,1,1,3,11,42,not regularly,no,yes,NA,NA,no,NA,NA,NA,NA,retired,NA,NA,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, a lot, a lot, a lot,only fair,oppose,oppose,always,republican,moderate,male,married,married,trans gender,no,females,NA,15,NA,no,NA,NA,no,NA,NA,no,forty five to fifty four,forty five to fifty four,some college,some college,white,yes,4,own,forty to fifty,catholic,very important,NA,legal rights,none at all,only a little,only a little,1,1,1,2,2,1,2,10,21,1,1,1,1,1,1,6,0,3,3,3,3,NA,NA,NA,1,1,1,1,1,1,6,0,yes,a lot,none,no,none,1,1,1,1,1,1,1,7,0,1,3,1,1,1,3,10,33,1,1,1,1,1,1,6,0,not regularly,no,NA,legally married,NA,yes,no,no,NA,NA,full time,not at all accepting,some,yes,yes
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,excellent,strongly oppose,strongly oppose,always,democrat,moderate,male,married,married,gay,no,males,21,20,23,yes,yes,stronger,yes,yes,grew stronger,yes,forty five to fifty four,forty five to fifty four,high school,high school,white,yes,4,own,more than hundred fifty,catholic,not at all mportant,NA,NA,only a little,only a little,NA,3,1,3,3,2,1,1,14,50,2,2,2,2,2,2,12,50,1,1,1,1,1,5,0,1,1,3,1,1,1,8,17,no,NA,none,no,none,1,1,1,1,1,1,1,7,0,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,NA,legally married,NA,yes,yes,NA,yes,NA,full time,somewhat accepting,most or all,yes,yes
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, a lot,good,oppose,oppose,always,independent,liberal,male,married,married,bisexual,no,mostly females,14,18,NA,no,NA,NA,no,NA,NA,no,seventy five plus,sixty five plus,high school,high school,white,yes,1,own,forty to fifty,catholic,not at all mportant,NA,religeous rights,none at all,none at all,none at all,2,1,2,3,3,1,2,14,50,1,2,3,1,3,1,11,42,3,3,3,3,2,14,90,1,1,1,1,1,1,6,0,yes,a lot,a little,no,none,2,2,2,2,2,2,2,14,33,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,NA,legally married,NA,yes,no,no,NA,NA,retired,NA,NA,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,good,strongly oppose,strongly oppose,always,democrat,moderate,male,never married,alone,gay,no,males,15,19,20,yes,no,stronger,NA,NA,NA,yes,forty five to fifty four,forty five to fifty four,some college,some college,white,yes,2,own,more than hundred fifty,protestant,not too  important,NA,legal rights,none at all,none at all,none at all,3,1,3,3,3,2,2,17,71,3,2,3,3,3,2,16,83,3,3,3,3,3,15,100,3,1,2,1,1,3,11,42,no,NA,some,yes,some,1,2,2,2,1,2,2,12,24,1,2,2,1,1,1,8,17,2,3,3,2,3,3,16,83,not regularly,yes,yes,NA,NA,no,NA,NA,NA,no,unemployed,NA,NA,yes,no
not too happy,very unfavorable,very unfavorable,mostly unfavorable,mostly unfavorable, some, a lot, some, some, some,good,strongly oppose,oppose,nearly always,republican,conservative,female,divorced,alone,bisexual,no,males and females,30,35,38,no,NA,NA,no,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,high school,high school,white,no,3,own,fifty to seventy five,protestant,very important,NA,sterotyping,only a little,only a little,only a little,2,3,2,2,3,2,3,17,71,2,3,3,3,2,2,15,75,3,3,3,3,1,13,80,2,3,2,2,1,2,12,50,no,NA,some,no,some,2,2,2,1,2,1,2,12,24,2,2,3,2,3,2,14,67,2,3,2,3,2,3,15,75,not regularly,no,no,NA,NA,no,NA,NA,NA,no,unemployed,NA,NA,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,only fair,oppose,oppose,seldom,NA,moderate,male,never married,alone,gay,no,males,4,9,24,yes,yes,weaker,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,high school,high school,white,yes,1,own,less than twenty,NA,very important,yes,discrimination,only a little,none at all,none at all,3,3,3,3,2,2,1,17,71,3,3,3,3,3,1,16,83,3,3,3,1,3,13,80,1,1,1,1,1,1,6,0,yes,a lot,a little,no,none,1,2,2,1,2,2,2,12,24,3,3,1,3,1,3,14,67,1,1,3,1,1,1,8,17,not regularly,NA,not sure,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,never married,alone,bisexual,no,mostly females,22,32,32,yes,yes,no change,yes,yes,no change,yes,thirty five to fourty four,thirty five to fourty four,bachelor or higher,bachelor or higher,Black,no,2,own,less than twenty,protestant,very important,NA,discrimination,only a little,none at all,none at all,2,1,3,2,1,1,1,11,29,3,2,3,2,3,2,15,75,1,3,1,3,2,10,50,1,1,1,1,1,1,6,0,no,NA,some,no,all or most,1,1,1,1,1,1,1,7,0,2,2,2,2,2,2,12,50,2,2,3,2,3,2,14,67,not regularly,yes,not sure,NA,NA,no,NA,NA,NA,no,part time,somewhat accepting,none,yes,no
not too happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, some, a lot,good,strongly oppose,strongly oppose,always,independent,liberal,female,living with partner,living with partner,bisexual,no,males and females,35,48,48,NA,NA,NA,NA,NA,NA,yes,sixty five to seventy four,sixty five plus,some college,some college,Hispanic,yes,2,own,fifty to seventy five,nothing,not at all mportant,no,acceptance,only a little,none at all,none at all,3,1,3,3,3,1,2,16,64,3,3,3,3,2,2,16,83,3,3,1,3,2,12,70,1,1,2,1,1,2,8,17,no,NA,some,no,some,2,1,2,2,1,1,2,11,19,1,2,1,1,1,1,7,8,1,3,3,2,2,2,13,58,not regularly,NA,not sure,NA,yes,no,NA,no,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,liberal,female,living with partner,living with partner,bisexual,no,males and females,9,14,NA,no,NA,NA,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,Hispanic,no,5,own,twenty to thirty,agnostic,not at all mportant,NA,NA,only a little,none at all,none at all,3,1,3,3,2,2,2,16,64,3,3,3,3,3,3,18,100,3,3,1,1,1,9,40,1,1,1,1,1,1,6,0,no,NA,some,no,some,1,1,1,1,1,2,1,8,5,1,1,1,1,1,1,6,0,1,2,2,1,1,1,8,17,not regularly,no,not sure,NA,no,no,NA,no,NA,no,unemployed,NA,NA,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, some, some, a lot,good,strongly oppose,strongly oppose,nearly always,NA,conservative,female,never married,alone,lesbian,no,females,9,15,19,yes,yes,stronger,yes,yes,grew weaker,yes,eighteen to twenty four,eighteen to twenty four,bachelor or higher,bachelor or higher,Hispanic,yes,1,own,NA,NA,NA,yes,NA,only a little,none at all,none at all,3,1,2,3,3,2,2,16,64,3,3,3,3,3,3,18,100,1,3,1,3,2,10,50,2,1,2,2,2,2,11,42,yes,a lot,a lot,no,a few,1,1,1,1,1,NA,1,NA,NA,2,3,2,3,2,3,15,75,2,2,2,2,2,2,12,50,regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,most or all,yes,no
not too happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,poor,strongly oppose,strongly oppose,sometimes,independent,liberal,female,married,married,bisexual,no,mostly males,10,13,13,no,NA,NA,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,white,yes,3,own,less than twenty,protestant,very important,NA,legal rights,only a little,only a little,none at all,3,1,3,3,2,1,2,15,57,3,3,3,3,3,3,18,100,3,3,2,1,2,11,60,1,1,1,1,1,1,6,0,no,NA,some,no,some,1,2,2,1,2,2,1,11,19,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,yes,NA,legally married,NA,yes,yes,NA,yes,NA,unemployed,NA,NA,yes,yes
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, a lot,poor,oppose,NA,always,democrat,moderate,female,divorced,alone,lesbian,no,mostly females,5,30,30,yes,yes,no change,NA,NA,NA,yes,seventy five plus,sixty five plus,some college,some college,white,no,1,own,less than twenty,nothing,somewhat important,yes,sterotyping,only a little,only a little,none at all,3,1,3,3,3,1,1,15,57,2,3,3,3,2,3,16,83,3,3,3,3,2,14,90,3,2,2,2,2,3,14,67,yes,a lot,a little,no,some,1,1,1,1,1,1,2,8,5,1,2,2,2,2,2,11,42,1,2,1,1,2,1,8,17,not regularly,yes,no,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,always,democrat,very liberal,female,never married,alone,bisexual,no,males and females,8,12,19,no,NA,NA,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,some college,some college,Hispanic,no,3,own,twenty to thirty,protestant,very important,NA,bullying,only a little,only a little,only a little,3,1,3,2,2,1,1,13,43,3,3,3,3,3,2,17,92,1,2,1,2,1,7,20,1,1,3,1,1,1,8,17,no,NA,some,no,some,1,2,2,1,2,1,1,10,14,2,2,1,3,1,2,11,42,1,1,3,2,2,2,11,42,regularly,yes,yes,NA,NA,no,NA,NA,NA,no,part time,very accepting,none,yes,yes
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,poor,strongly oppose,oppose,always,democrat,liberal,female,divorced,alone,bisexual,no,females,18,22,22,yes,no,stronger,yes,no,grew stronger,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,Black,no,5,own,fifty to seventy five,protestant,not too  important,NA,discrimination,only a little,only a little,none at all,3,1,3,3,3,2,3,18,79,3,3,3,3,3,3,18,100,2,1,2,1,2,8,30,1,1,1,1,1,1,6,0,yes,a lot,some,no,some,1,1,1,1,1,1,1,7,0,1,2,3,3,NA,2,NA,NA,1,3,3,1,1,NA,NA,NA,regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,part time,somewhat accepting,most or all,yes,yes
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,poor,strongly oppose,strongly oppose,sometimes,democrat,liberal,female,never married,alone,bisexual,no,mostly males,19,23,20,no,NA,NA,yes,yes,no change,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,1,own,less than twenty,agnostic,not at all mportant,NA,acceptance,only a little,only a little,none at all,3,1,3,3,2,2,2,16,64,3,3,3,3,3,1,16,83,2,3,2,3,2,12,70,1,1,1,1,1,1,6,0,no,NA,a little,no,none,1,1,1,2,2,2,2,11,19,1,1,1,1,1,3,8,17,3,3,3,1,1,1,12,50,regularly,no,yes,NA,NA,no,NA,NA,NA,yes,part time,not so  accepting,a few,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, a lot, some, some, some,only fair,strongly oppose,strongly oppose,always,democrat,liberal,female,never married,alone,bisexual,no,males and females,9,16,16,NA,NA,NA,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,some college,some college,white,no,3,own,less than twenty,protestant,very important,NA,marital rights,only a little,only a little,none at all,3,1,3,2,2,2,2,15,57,2,2,3,2,3,3,15,75,3,3,2,3,2,13,80,1,1,1,1,1,1,6,0,no,NA,a lot,no,a few,1,1,1,1,1,2,2,9,10,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,not sure,NA,NA,no,NA,NA,NA,yes,full time,somewhat accepting,some,yes,no
